min_x,min_y,max_x,max_y,name
-1.8201414691728497,37.19687688499354,-1.8188958310727559,37.197861614939164,Pueblo Laguna (Carretera)
-1.8150164279851693,37.21049761271387,-1.8127380562523259,37.211663357761566,Rotonda Apartahotel Reina
-1.85137288211534,37.09764380392683,-1.8498319144232955,37.09862139645151,Puerto Marina
-1.770044972802184,37.24995330179732,-1.7689176273608942,37.25085449816707,
-1.8489056864853803,37.14194098063311,-1.8477799136666173,37.14284221933146,S. María de las Huertas
-1.8314581668146854,37.21415551037146,-1.8302088356239272,37.2151988896116,Avenida Alcazaba / Mercadona
-1.8291734520379024,37.13782328347441,-1.8280477481166757,37.13872451649014,Capilla Playa
-1.8342704231376297,37.12027768131757,-1.8331449770161716,37.121178918647,El Puntazo
-1.8472391987542893,37.139734438742764,-1.845924301849752,37.14076896117346,La Fuente
-1.809489139686045,37.22473287596727,-1.8083328614359706,37.22587812394468,Vera Natura
-1.8110652629977138,37.220620992727966,-1.8099383371597553,37.22152220723651,Rotonda Consum / AquaVera
-1.8215774818723551,37.181799745765076,-1.8202711136670224,37.18299455429092,Puerto de Garrucha / Almejero
-1.8364340033218205,37.1175417807621,-1.8353085968316791,37.118443019202445,Pueblo Indalo
-1.8314837700107454,37.13443894872503,-1.8303579290329939,37.135479551230866,Taxi - Parque Comercial
-1.8169124577964855,37.20763451491397,-1.8157190407578958,37.20855248477306,Puerto Rey
-1.8248742062390308,37.158744585763145,-1.823748193916238,37.15964581420139,Bus Escolar
-1.828247637439243,37.162859585531564,-1.8271215627156068,37.16376081443297,Palacete de La Marina
-1.8181984171340384,37.19989450502801,-1.81686998345346,37.20093529487553,Pueblo Laguna (Centro)
-1.8518404590295172,37.08409137576174,-1.8507155411217566,37.08499262420287,Macenas
-1.8204179212544924,37.18783948870329,-1.8192914789015415,37.188740711261225,Rotonda Mercadona
-1.8254968732076151,37.15619029685125,-1.8240720253001472,37.1573240030441,Playa Marina de La Torre
-1.831639287431779,37.12903348240751,-1.8305137127224207,37.12993471755704,Vista de los Ángeles
-1.8300915196450664,37.13487883401977,-1.8285990765241997,37.136159666080786,Piedra Villazar - Parque Comercial
-1.8266173127145706,37.14493765959525,-1.8254745892937043,37.14614234034759,El Palmeral - C/ Alborán
-1.8387215584344478,37.13618469275987,-1.8367331297094662,37.13830623175094,El Albardinar
-1.8239589584587221,37.17281520693838,-1.8224061690479936,37.17475646579679,Castillo / Boracay
-1.8247503202528046,37.16063758592746,-1.8236242799024922,37.16153881403707,Avenida del Palacio de La Marina
-1.8479635532468612,37.101129832553305,-1.8467135461995587,37.10241756675487,Hotel Indalo - Playa
-1.84708088344085,37.10586290660693,-1.8457355151769634,37.10694639334239,Las Ventanicas
-1.8257714290071063,37.149644456882335,-1.8244680725053786,37.15055904316115,La Rumina
-1.8453847411070947,37.10889237867439,-1.8442594590451753,37.10979362129021,Pueblo Diana
-1.8249455540776023,37.16519248624299,-1.8238194460776964,37.16609371372154,El Cargadero
-1.8193437687890657,37.19268629893646,-1.8181954289952675,37.193558700538475,Las Marinas
-1.8420683962668298,37.113488488285284,-1.84005260194878,37.114904910787835,Cueva del Lobo - La Paratá
-1.8409992599461964,37.138570981634075,-1.8398735402068258,37.13947221833049,Los Grullos - Estación de Servicio
-1.8443346518155876,37.11036807895385,-1.843209348336828,37.11126932101073,Rambla Terreros
-1.8310003023424757,37.15805258472153,-1.8298742978119804,37.158953815242995,Avenida del Mar
-1.8311790944408102,37.12999248255464,-1.8300535057134568,37.13089371740991,Vista de los Ángeles - Playa
-1.8438397615821926,37.13871548119223,-1.8427140385704555,37.13961671877233,Los Grullos
-1.8189878769292351,37.22606338732664,-1.8178263234919547,37.22714781227637,Pueblo Salinas
-1.8273779945475492,37.15709978523301,-1.8262520056073799,37.158001014731525,
-1.837456597917385,37.116783880540574,-1.836331202235977,37.11768511942398,Pueblo Indalo - Playa
-1.839014393115639,37.11609298023869,-1.8378890070375136,37.11699421972588,El Lance
-1.7745758501492928,37.24678350078952,-1.7734485500131656,37.24768469917489,
-1.8334074661925472,37.12357699366757,-1.83222993450181,37.12468530569222,El Cantal - Playa
-1.6655017733744157,37.36022492867177,-1.6643728268032647,37.36112607129236,San Juan de los Terreros
-1.7650812003075096,37.30740190702274,-1.763952999856589,37.30830309294162,Los Lobos
-1.8289479475457606,37.14076411543553,-1.8276922546263963,37.14167108454802,El Provenzal - C/ Asturias
