min_x,min_y,max_x,max_y,name
48.753291944596924,33.89543429392056,48.75437265566577,33.89633550604281,
48.73905506697368,33.89272669814201,48.74013573329066,33.8936279018213,
48.74168319739393,33.88774669695946,48.74276380287006,33.88864790300386,ایستگاه اتوبوس
48.73578798399524,33.90607410013739,48.73686881626959,33.90697529982588,ایستگاه مخصوص دانشگاه آزاد
48.750799520295246,33.899433694985085,48.751880279967764,33.90033490497826,
48.74831003749626,33.89805404988934,48.749422262166576,33.899127949838565,
48.77736221410977,33.86870819716908,48.78232358011373,33.87282912756664,پایانه مسافربری شرق بروجرد
48.73617271365501,33.901350599671574,48.737253486609745,33.90225180029172,ایستگاه اتوبوس
48.7461717083684,33.90159709657866,48.747252491895196,33.90249830338466,
48.759476475921254,33.890103691619075,48.76055712434067,33.8910049083443,
48.757896337161434,33.89634249256363,48.75897706310073,33.89724370739974,
48.74102889801895,33.90354129831936,48.74210970224525,33.90444250164395,
48.746690125580834,33.89883809621574,48.74777087468266,33.89973930374758,
48.74865674395334,33.8969658307684,48.75011815530293,33.89802486864651,
48.74478707310718,33.891414996263194,48.74586772715647,33.89231620370016,
48.74101767426921,33.891453597437874,48.74209832599488,33.89235480252544,
48.73497463405044,33.89818859981375,48.7360553662144,33.899089800149554,
48.745232266473884,33.892440596199975,48.746312933789724,33.89334180376334,
48.757257547333175,33.89476729264561,48.75833825292904,33.89566850731776,
48.7435800724012,33.889838391545226,48.7447103261327,33.89111280827568,ایستگاه میدان معلم
48.75247104067328,33.89610469422371,48.753551759589506,33.89700590573964,ایستگاه اتوبوس های گلدشت، شیخ میری و فیال
48.73126456239337,33.87805249949815,48.73234503787173,33.87895370046515,
48.742433920200455,33.899942397618815,48.74351468006355,33.90084360234448,ایستگاه اتوبوس
48.752113118353826,33.89966409459513,48.753193881909056,33.90056530536823,
48.74668099469889,33.89415384615858,48.74792900473709,33.89519015374929,
48.8261328657498,33.792476464211646,48.82721233450347,33.793377735752,ایستگاه پادگان مهندسی
48.747966912072926,33.90090399597084,48.74904768819044,33.901805203992495,
48.74355179449659,33.90395039756475,48.74463260576731,33.904851602398544,ایستگاه اشترینان
48.73495213308081,33.895756082416064,48.736666968046684,33.89692011623118,ایستگاه اتوبوس
49.12726656126153,34.01492919658084,49.128349038958426,34.01583060338352,ایستگاه مسیر غرب
48.735310910265795,33.90193889998342,48.73639168999905,33.90284009997987,ایستگاه مخصوص دانشگاه آزاد
48.7591254203557,33.89893459237394,48.76020617990635,33.89983580758942,ایستگاه مینی بوس های جعفرآباد
