min_x,min_y,max_x,max_y,name
27.13609041105071,65.91860604160689,27.13953238710266,65.91979235551729,Saariharjuntien th
27.33725463988651,65.69020810954312,27.339431559889942,65.69110529043,Rytinki I
27.250953154151297,65.94398802105701,27.253151645678553,65.94488517891644,Posiontie 369
27.35279355223284,65.70423121110984,27.35497164753307,65.70512838886322,Lylysuo P
27.34978080967441,65.70285701088328,27.351958790093526,65.70375418908979,Lylysuo E
27.168876309216877,65.92391911750843,27.171073090668575,65.92481628246507,
27.124722395256583,65.91650344303545,27.12762221299245,65.91743175747484,Saariharju
27.029640921622267,65.75049377502108,27.03351514433934,65.75161112850107,Kelankylä
27.33127687282742,65.69416850950405,27.333454126952912,65.69506569046906,Kelankylän th E
27.467488259372512,65.81329752401251,27.469675540314665,65.81419467596047,Piste I
26.82112808049095,65.82148691165175,26.82331611962782,65.82238408832166,Syötteentie 109
27.00752734518704,65.75589500889107,27.011658650333697,65.75727808735073,Majovantien th
27.203980181044592,65.93395661899918,27.206177818817082,65.93485378097434,Mustavaara
27.308048019235038,65.96121842426038,27.310247980555964,65.96211557571297,Penämön th
27.352110505082276,65.72198061212904,27.354290094683737,65.72287778784404,Herrala P
27.299188263611985,65.95783892369262,27.301387936185062,65.95873607628077,Posiontie 399
27.33083759512057,65.69522623741119,27.33459080369277,65.69613136271107,Kelankylän th L
27.00372748113399,65.75761640571633,27.00591011886281,65.75851359425712,Syötteentie 224
27.022850682761277,65.75284530547144,27.02503291722282,65.75374249450199,Syötteentie 235
27.351826459997774,65.72305011217871,27.354006139768405,65.72394728779437,Herrala E
27.310031598265322,65.96171092437342,27.31223160152432,65.96260807559996,
26.770578000958622,65.83215017364562,26.772830384462623,65.83345292623181,Syötteentie 77
27.329079211622442,65.69085940920827,27.3312561881594,65.69175659076485,Rytinkisalmen th E
27.33486048721332,65.79411246924826,27.337355988579752,65.79576392998347,Sarakylä P
27.34796090463774,65.73209872045736,27.350885948420522,65.7336973806813,Nuorunka P
27.06129252259127,65.75012642024832,27.065296979300914,65.75141947529751,Syötteentie 252
27.35178153214561,65.7474243136205,27.353963267620117,65.74832148635267,Hylkilampi P
27.3486224992594,65.75644418396989,27.351030982767387,65.75793311542262,Raja-Aho E
27.05788823150987,65.92296830114242,27.06216194509871,65.92403100165323,Ojavaarantien th
27.359756596242917,65.76486661504208,27.36193980351716,65.76576378493108,Kose P
27.025503724706287,65.75185260542182,27.027685875276056,65.7527497945516,Syötteentie 236
27.04899869066561,65.75029750545286,27.051180709301136,65.75119469452058,Syötteentie 248
